iter	Logloss
363	0.01537964935
364	0.01533139015
365	0.01528771002
366	0.01524251961
367	0.01518707675
368	0.0151586064
369	0.01512247428
370	0.0150825044
371	0.01502303821
372	0.01498352091
373	0.01494452934
374	0.0148377879
375	0.01469077403
376	0.01464361747
377	0.01458453951
378	0.0144770263
379	0.01442512177
380	0.01440638411
381	0.01435599094
382	0.01427208994
383	0.0141872148
384	0.0141768255
385	0.01415035601
386	0.01406256536
387	0.01405025246
388	0.01392233425
389	0.01386457735
390	0.01386194498
391	0.01377748947
392	0.0137312547
393	0.01367961244
394	0.01361816665
395	0.01360086844
396	0.01357839578
397	0.01349761921
398	0.0134786807
399	0.01343662605
400	0.01341701226
401	0.01337039954
402	0.01331557719
403	0.01330968779
404	0.01327967544
405	0.01321918973
406	0.01315976826
407	0.01310842975
408	0.01306971488
409	0.01305261371
410	0.01303708935
411	0.01302782782
412	0.01295921812
413	0.01291439242
414	0.01291201668
415	0.01287313626
416	0.01279320157
417	0.01272126101
418	0.01269536363
419	0.01267130764
420	0.01266929396
421	0.01256772305
422	0.01253148835
423	0.01248227019
424	0.0124703081
425	0.01242495689
426	0.0123695696
427	0.01232777559
428	0.01228554099
429	0.01224899395
430	0.01218001804
431	0.01210255985
432	0.01206142367
433	0.01203020128
434	0.01198772914
435	0.01192451719
436	0.01191346704
437	0.01186804324
438	0.01184390994
439	0.01179833608
440	0.01172391999
441	0.01167934932
442	0.01160685647
443	0.01157265906
444	0.01154874719
445	0.01151295489
446	0.01148487808
447	0.01145120248
448	0.01141335072
449	0.01134290089
450	0.01131934616
451	0.01123551258
452	0.01119656466
453	0.01113753886
454	0.01110025425
455	0.01106772851
456	0.01101418593
457	0.0109771604
458	0.01096010915
459	0.01087957441
460	0.01082705637
461	0.01076838621
462	0.01069024482
463	0.01064791408
464	0.01060534744
465	0.01056286452
466	0.01051581843
467	0.01044762431
468	0.01037262733
469	0.01034904792
470	0.01031335353
471	0.01026901998
472	0.01023690949
473	0.01018826825
474	0.01016293071
475	0.01010212486
476	0.01007907438
477	0.01005957352
478	0.01004041176
479	0.009990471355
480	0.009959306565
481	0.009917392543
482	0.009906067001
483	0.009886266689
484	0.009869033168
485	0.009805635372
486	0.009774060328
487	0.009760338093
488	0.009692426538
489	0.009672651155
490	0.00962521288
491	0.00960454743
492	0.009563598148
493	0.009546844823
494	0.009482643085
495	0.009421610488
496	0.009388362894
497	0.009353280261
498	0.009308736395
499	0.009259430905
500	0.009235846428
501	0.009209418225
502	0.009173237596
503	0.009123629701
504	0.009106127243
505	0.009073918918
506	0.009054034019
507	0.009040299647
508	0.009018709173
509	0.008996583835
510	0.008975188399
511	0.008960470536
512	0.008916881073
513	0.008900114408
514	0.008878881792
515	0.008847443396
516	0.008832701427
517	0.008802764895
518	0.008767627377
519	0.008746358078
520	0.00869696286
521	0.008679360561
522	0.008671006562
523	0.008651085657
524	0.0085801685
525	0.008568879339
526	0.008525156972
527	0.008476994031
528	0.008451844006
529	0.008436188985
530	0.008406984347
531	0.008348617394
532	0.008338333247
533	0.008296070423
534	0.0082817222
535	0.008243023644
536	0.008212945212
537	0.008155809702
538	0.008124097786
539	0.008088962706
540	0.008067802098
541	0.008053002757
542	0.008038062232
543	0.008006307271
544	0.007961231712
545	0.007930954001
546	0.007899631712
547	0.007889263349
548	0.00784643442
549	0.007814665004
550	0.007787150429
551	0.007764092657
552	0.00774936994
553	0.007735155617
554	0.007701262956
555	0.007677766967
556	0.007669631265
557	0.007631900041
558	0.007592742321
559	0.007578267912
560	0.0075613297
561	0.007519701206
562	0.007508464825
563	0.007501104105
564	0.007471626235
565	0.007462493554
566	0.007437410553
567	0.007415353204
568	0.007409680182
569	0.007397231687
570	0.00737624564
571	0.007351149191
572	0.007318160306
573	0.007311915665
574	0.007302990039
575	0.00729640133
576	0.007276986746
577	0.007272254232
578	0.007232569458
579	0.007203775013
580	0.007161208743
581	0.007135391113
582	0.007115085923
583	0.007085052123
584	0.007068817902
585	0.007049283954
586	0.007020674184
587	0.006973779963
588	0.006957395378
589	0.006948343457
590	0.006943651549
591	0.006920426268
592	0.006892015509
593	0.00687471139
594	0.006862538385
595	0.006850316526
596	0.006838861911
597	0.006814573455
598	0.006791825805
599	0.00677173321
600	0.006760665449
601	0.006742849739
602	0.006729420875
603	0.006709316779
604	0.006686825961
605	0.006674897217
606	0.006652190203
607	0.006627093928
608	0.006615676436
609	0.006598043197
610	0.006585829521
611	0.006550787081
612	0.006527803079
613	0.006509029086
614	0.006499659353
615	0.006487803518
616	0.006476893023
617	0.006468335307
618	0.006448235273
619	0.006443933134
620	0.006439612164
621	0.006434063117
622	0.006423854759
623	0.006391081604
624	0.006389443075
625	0.006372169173
626	0.006327018897
627	0.006315217329
628	0.00631224036
629	0.006308430173
630	0.006304774978
631	0.006286092973
632	0.006277501816
633	0.006266732905
634	0.006232353423
635	0.006226029249
636	0.006217270179
637	0.00621217905
638	0.006206921784
639	0.006190613871
640	0.00618694941
641	0.006153858322
642	0.006140698657
643	0.006118703489
644	0.006107577278
645	0.006102877992
646	0.006099123779
647	0.006088478499
648	0.006072862443
649	0.006055039223
650	0.006045497131
651	0.006017648249
652	0.006017657524
653	0.006015802431
654	0.005996290469
655	0.005996285643
656	0.005995378542
657	0.005991942255
658	0.005980357755
659	0.005978641332
660	0.005955737284
661	0.00595536362
662	0.005941574417
663	0.005928218098
664	0.005920324226
665	0.005914669524
666	0.005900572774
667	0.005861668191
668	0.005851704893
669	0.005843394724
670	0.005832593836
671	0.005818128887
672	0.005794703765
673	0.00577122332
674	0.005750706216
675	0.005737057647
676	0.005721826263
677	0.005710888148
678	0.005688868788
679	0.005680551127
680	0.005669541621
681	0.005643595116
682	0.005630825833
683	0.005613173024
684	0.005607227214
685	0.00557775488
686	0.005552105057
687	0.005547038923
688	0.00553636861
689	0.005525978664
690	0.005523457413
691	0.005515380588
692	0.005494787274
693	0.005482525734
694	0.005472039578
695	0.005467975299
696	0.005458374504
697	0.005450275966
698	0.005435334755
699	0.005423515895
700	0.005405764868
701	0.005397714186
702	0.005394705671
703	0.00539040876
704	0.005375082347
705	0.005361743748
706	0.005353688794
707	0.005338799741
708	0.005317724826
709	0.005291258766
710	0.00528425708
711	0.005279813288
712	0.005267111514
713	0.005251499718
714	0.00524092653
715	0.005222067837
716	0.005209467119
717	0.005180301589
718	0.005171617988
719	0.005160734329
720	0.005154719517
721	0.005132169948
722	0.005123784231
723	0.005101804678
724	0.005088369401
725	0.005074626926
726	0.005062461457
727	0.005050747945
728	0.005042641684
729	0.005036077666
730	0.005027963297
731	0.005020835723
732	0.005018431696
733	0.004995333809
734	0.004984630773
735	0.004973448722
736	0.004966903668
737	0.004957071326
738	0.004937517223
739	0.004930882676
740	0.004926381003
741	0.004921508241
742	0.004907795288
743	0.004901401619
744	0.00489747203
745	0.004890955794
746	0.004880621107
747	0.004870879645
748	0.004862083779
749	0.00485414746
750	0.004849640232
751	0.004840374598
752	0.004821277252
753	0.004814288823
754	0.0047997998
755	0.004794144732
756	0.004783567832
757	0.004765557382
758	0.004760350483
759	0.004750005644
760	0.004740421326
761	0.004734354282
762	0.004721008964
763	0.004705188189
764	0.004701251621
765	0.004696266029
766	0.00468749367
767	0.004681320071
768	0.004673368996
769	0.004671030178
770	0.00466284143
771	0.004644681464
772	0.004639066094
773	0.004627498361
774	0.004623587693
775	0.004615222918
776	0.004609402632
777	0.004599643674
778	0.004585064557
779	0.004573077307
780	0.004552845072
781	0.004547946698
782	0.004542166697
783	0.004521777678
784	0.004520073395
785	0.004509036039
786	0.004506820689
787	0.004494580731
788	0.004486300019
789	0.004483506464
790	0.004476327486
791	0.004474336191
792	0.004466591895
793	0.004455849586
794	0.004452540927
795	0.00444556013
796	0.004419440572
797	0.00441520154
798	0.004409805356
799	0.00439671582
800	0.004393413033
801	0.004379991717
802	0.004378025264
803	0.004369234644
804	0.004354087022
805	0.004342545729
806	0.004327136814
807	0.004323125433
808	0.004311827671
809	0.004303996441
810	0.004298165567
811	0.004292045424
812	0.004286640789
813	0.004283806982
814	0.004274334202
815	0.004260100359
816	0.004258215912
817	0.004257092382
818	0.004254729482
819	0.004252671102
820	0.004249395436
821	0.004246460729
822	0.00424254629
823	0.004239246761
824	0.00423141019
825	0.00422923076
826	0.004217692015
827	0.004204459997
828	0.004198013707
829	0.004193458281
830	0.004191614403
831	0.004189841253
832	0.004188249276
833	0.004186695388
834	0.004178351819
835	0.004168716582
836	0.004168720422
837	0.00415608871
838	0.004145348713
839	0.004134244087
840	0.004126705295
841	0.004126710031
842	0.004121966364
843	0.004114934809
844	0.004111956961
845	0.004103792743
846	0.004103693701
847	0.004100111301
848	0.004095386377
849	0.004079763354
850	0.004074728115
851	0.004070810173
852	0.00406214004
853	0.004057604586
854	0.004054307585
855	0.004048145096
856	0.004041744694
857	0.004033721107
858	0.00401810533
859	0.004012862226
860	0.004010650603
861	0.004010154175
862	0.00401004958
863	0.004007457042
864	0.004007160238
865	0.004005378933
866	0.00400332805
867	0.003997791641
868	0.003994527387
869	0.003981620448
870	0.003974666678
871	0.003971761671
872	0.00397175529
873	0.003964280433
874	0.00396427019
875	0.003960065947
876	0.003953090076
877	0.003942787179
878	0.003931460544
879	0.003928516283
880	0.003924450571
881	0.003921799936
882	0.003903918592
883	0.003900248315
884	0.003893714317
885	0.003878284819
886	0.003878280852
887	0.003872367741
888	0.003865060845
889	0.003858066843
890	0.003858054465
891	0.003849211765
892	0.003841757484
893	0.003836749279
894	0.003834525884
895	0.003822196301
896	0.003814530962
897	0.003808223451
898	0.003794478195
899	0.003794452315
900	0.003792408001
901	0.003792366494
902	0.003787925792
903	0.003783363872
904	0.00376564143
905	0.003760182828
906	0.003752928499
907	0.003747207248
908	0.003730550527
909	0.00371845763
910	0.003712862421
911	0.003704491673
912	0.003696241426
913	0.003690362785
914	0.003687006816
915	0.003678106506
916	0.003678100208
917	0.003671832849
918	0.003654047597
919	0.003649769069
920	0.003643943752
921	0.003635493664
922	0.00362863419
923	0.00361921429
924	0.003616337023
925	0.00361154514
926	0.003608931762
927	0.003600959386
928	0.003594651505
929	0.003589137819
930	0.003577111303
931	0.003577131777
932	0.003567982419
933	0.003559727261
934	0.003555416359
935	0.003552862807
936	0.003535321193
937	0.003527651906
938	0.003521489543
939	0.00351634047
940	0.003507237835
941	0.003501851897
942	0.003491948908
943	0.003479960697
944	0.003470130602
945	0.003458972887
946	0.003455756827
947	0.003450374368
948	0.003446296821
949	0.003441758842
950	0.003432366775
951	0.003425287979
952	0.003420985877
953	0.003410464705
954	0.003403062292
955	0.003399044097
956	0.003395481609
957	0.003390336549
958	0.003376728343
959	0.003370753252
960	0.003364274337
961	0.003360518586
962	0.003352878452
963	0.003347609594
964	0.003339524616
965	0.003334040825
966	0.003329366328
967	0.003323716614
968	0.003320848599
969	0.003319004856
970	0.003314802108
971	0.003306233662
972	0.003296560541
973	0.003292119213
974	0.003283787144
975	0.003274781307
976	0.003268272123
977	0.003262713956
978	0.003256377705
979	0.003254537591
980	0.003248222267
981	0.00324003806
982	0.003234596978
983	0.003232172624
984	0.003228469784
985	0.003220757955
986	0.003217170549
987	0.003210686082
988	0.003206873706
989	0.003201735524
990	0.003194790453
991	0.003192574188
992	0.003189229094
993	0.003184248603
994	0.00318029783
995	0.003176162091
996	0.003169410568
997	0.003164862777
998	0.003155909632
999	0.00314391087
